about,title,date_value,search_url,
1485883,Northern Ireland Troubles (Legacy & Reconciliation) Bill Committee: New Clause 5,04/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-04&endDate=2022-07-04&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles  (Legacy and Reconciliation) Bill 2022-07-04.txt
1485887,Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: New Clause 4,04/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-04&endDate=2022-07-04&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles  (Legacy and Reconciliation) Bill 2022-07-04.txt
1485888,Northern Ireland Troubles (Legacy and Reconciliation) Bill: Third Reading,04/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-04&endDate=2022-07-04&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles  (Legacy and Reconciliation) Bill 2022-07-04.txt
1485889,draft Slavery and Human Trafficking (Definition of Victim) Regulations 2022,04/07/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-07-04&endDate=2022-07-04&searchTerm=draft Slav&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1484606,Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Amendment 97,29/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-29&endDate=2022-06-29&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles (Legacy and Reconciliation) Bill 2022-06-29.txt
1484607,Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee:Amendment 98,29/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-29&endDate=2022-06-29&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles (Legacy and Reconciliation) Bill 2022-06-29.txt
1484608,Northern Ireland Troubles (Legacy and Reconciliation) Bill Committee: Clauses 18 to 25 etc. stand part,29/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-29&endDate=2022-06-29&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles (Legacy and Reconciliation) Bill 2022-06-29.txt
1483348,Northern Ireland Protocol Bill: Second Reading ,27/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-27&endDate=2022-06-27&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Protocol Bill 2022-06-27.txt
1472398,"Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554)",22/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-22&endDate=2022-06-22&searchTerm=Abortion (&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1471929,Opposition Day: Adviser on Ministerial Interests,21/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-21&endDate=2022-06-21&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1471554,High Speed Rail (Crewe - Manchester) Bill: Second Reading,20/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-20&endDate=2022-06-20&searchTerm=High Speed&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,High Speed Rail (Crewe - Manchester) Bill 2022-06-20.txt
1470541,Rail strikes: Opposition amendment (a),15/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-15&endDate=2022-06-15&searchTerm=Rail strik&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Rail Strikes 2022-06-15.txt
1470542,Rail strikes (main question),15/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-15&endDate=2022-06-15&searchTerm=Rail strik&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Rail Strikes 2022-06-15.txt
1470124,Opposition Day: censure Minister for Safe and Legal Migration,14/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-14&endDate=2022-06-14&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1469591,Higher Education (Freedom of Speech) Bill: Report stage: New Clause 4,13/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-13&endDate=2022-06-13&searchTerm=Higher Edu&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Higher Education  (Freedom of Speech) Bill 2022-06-13.txt
1469592,Higher Education (Freedom of Speech) Bill Report Stage: Amendment 17,13/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-13&endDate=2022-06-13&searchTerm=Higher Edu&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Higher Education  (Freedom of Speech) Bill 2022-06-13.txt
1468018,Opposition Day: Standards in public life,07/06/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-06-07&endDate=2022-06-07&searchTerm=Opposition&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1465659,Product Security and Telecommunications Infrastructure Bill Report Stage: Amendment 14,25/05/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-05-25&endDate=2022-05-25&searchTerm=Product Se&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Product Security and Telecommunications Infrastructure Bill 2022-05-25.txt
1465196,Northern Ireland Troubles (Legacy and Reconciliation) Bill: Second Reading ,24/05/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-05-24&endDate=2022-05-24&searchTerm=Northern I&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Northern Ireland Troubles (Legacy and Reconciliation) Bill 2022-05-24.txt
1464866,Public Order Bill: Reasoned Amendment to Second Reading,23/05/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-05-23&endDate=2022-05-23&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2022-05-23.txt
1464880,Public Order Bill: Second Reading,23/05/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-05-23&endDate=2022-05-23&searchTerm=Public Ord&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Public Order Bill 2022-05-23.txt
1463925,Queen's Speech debate (Opposition amendment w),18/05/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-05-18&endDate=2022-05-18&searchTerm=Queen's Sp&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1463926,Queen's Speech debate (amendment m),18/05/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-05-18&endDate=2022-05-18&searchTerm=Queen's Sp&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1463927,Queen's Speech debate (amendment s),18/05/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-05-18&endDate=2022-05-18&searchTerm=Queen's Sp&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1463928,Humble Address (main Question),18/05/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-05-18&endDate=2022-05-18&searchTerm=Humble Add&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1463455,Queen's Speech debate (Opposition amendment v),17/05/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-05-17&endDate=2022-05-17&searchTerm=Queen's Sp&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
1460546,Elections Bill: Government Motion to disagree to Lords Amendment 22,27/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-27&endDate=2022-04-27&searchTerm=Elections &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Elections Bill 2022-04-27.txt
1460547,"	Elections Bill: Government Motion to disagree to Lords Amendment 23",27/04/2022,"https://hansard.parliament.uk/search/Divisions?startDate=2022-04-27&endDate=2022-04-27&searchTerm=	Elections&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1",Elections Bill 2022-04-27.txt
1460548,Elections Bill: Government Motion to disagree to Lords Amendment 86,27/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-27&endDate=2022-04-27&searchTerm=Elections &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Elections Bill 2022-04-27.txt
1460269,Judicial Review and Courts Bill: motion to disagree with Lords Amendment 1,26/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-26&endDate=2022-04-26&searchTerm=Judicial R&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Judicial Review and Courts Bill 2022-04-26.txt
1460271,Judicial Review and Courts Bill: motion to disagree with Lords Amendment 5,26/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-26&endDate=2022-04-26&searchTerm=Judicial R&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Judicial Review and Courts Bill 2022-04-26.txt
1460272,Judicial Review and Courts Bill: motion to disagree with Lords Amendment 11,26/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-26&endDate=2022-04-26&searchTerm=Judicial R&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Judicial Review and Courts Bill 2022-04-26.txt
1460347,Nationality and Borders Bill: motion to disagree with Lords Amendment 5D,26/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-26&endDate=2022-04-26&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-26.txt
1460349,"Nationality and Borders Bill: motion to disagree with Lords Amendment 6D, 6E and 6F",26/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-26&endDate=2022-04-26&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-26.txt
1460350,Nationality and Borders Bill: Government Motion to disagree to Lords Amendments 7F and 7G,26/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-26&endDate=2022-04-26&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-26.txt
1459894,"Police, Crime, Sentencing and Courts Bill: Motion to insist on disagreement to LA 73",25/04/2022,"https://hansard.parliament.uk/search/Divisions?startDate=2022-04-25&endDate=2022-04-25&searchTerm=Police, Cr&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1","Police, Crime, Sentencing and  Courts Bill 2022-04-25.txt"
1459895,"Police, Crime, Sentencing and Courts Bill: Motion to insist on disagreement to LA 80",25/04/2022,"https://hansard.parliament.uk/search/Divisions?startDate=2022-04-25&endDate=2022-04-25&searchTerm=Police, Cr&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1","Police, Crime, Sentencing and  Courts Bill 2022-04-25.txt"
1459911,Health and Care Bill: Motion to disagree with LA 29B,25/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-25&endDate=2022-04-25&searchTerm=Health and&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Health and Care Bill 2022-04-25.txt
1459912,Health and Care Bill: Motion to insist on disagreement with LA 80,25/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-25&endDate=2022-04-25&searchTerm=Health and&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Health and Care Bill 2022-04-25.txt
1458660,Building Safety Bill: Motion to agree Govt (a) to LA 94,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Building S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Building Safety Bill 2022-04-20.txt
1458661,"Building Safety Bill: motion to agree Lords Amendment 94, as amended ",20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Building S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Building Safety Bill 2022-04-20.txt
1458673,Building Safety Bill: Govt amendments (c) & (d) to LA184,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Building S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Building Safety Bill 2022-04-20.txt
1458674,"Building Safety Bill: LA184, as amended",20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Building S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Building Safety Bill 2022-04-20.txt
1458677,Nationality and Borders Bill: Motion to disagree with LA 4G,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1458678,Nationality and Borders Bill: Motion to disagree with LA 5B,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1458679,Nationality and Borders Bill: Motion to disagree with LA 6B,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1458680,Nationality and Borders Bill: Motion to disagree with LA 7B,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1458682,Nationality and Borders Bill: Motion to disagree with LA 8B,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1458683,Nationality and Borders Bill: Motion to disagree with LA 53B,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1458684,Nationality and Borders Bill: Motion to disagree with LA 11B ,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1458685,Nationality and Borders Bill: Motion to disagree with LA 10B,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1458706,Nationality and Borders Bill: Motion to disagree with LA 13B and insist on disagreement with LA 15,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1458823,Nationality and Borders Bill: Motion to disagree with LA 26B,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
1459011,Nationality and Borders Bill: Disagree with LA 20B,20/04/2022,https://hansard.parliament.uk/search/Divisions?startDate=2022-04-20&endDate=2022-04-20&searchTerm=Nationalit&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nationality and Borders Bill 2022-04-20.txt
